Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2018-0406-MEX,2018,0406,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Willa,Mexico,MEX,Central America,Americas,"Sinaloa, Nayarit, Jalisco, Durango, Zacatec",,,,,,,,195,Kph,,,,,2018,10,23,2018,10,23,6,,10000,,10000,,,,,536800,579262,92.6696698,1,2037;2041;2045;2052;2059,,"Durango, Jalisco, Nayarit, Sinaloa, Zacatecas (Adm1)."
2018-0035-MEX,2018,0035,,Technological,Technological,Transport accident,Air,,Helicopter,Mexico,MEX,Central America,Americas,Oaxaca state,,,,,,,,,,,,,,2018,2,16,2018,2,16,14,,,,,,,,,,,92.6696698,,,,
2018-0228-MEX,2018,0228,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Near Ecatepec,,,,,,,,,,,,,,2018,7,20,2018,7,20,13,,,,,,,,,,,92.6696698,,,,
2018-0274-MEX,2018,0274,,Technological,Technological,Miscellaneous accident,Explosion,,Fireworks depot,Mexico,MEX,Central America,Americas,Tultepec,,,,,,,,,,,,,,2018,7,5,2018,7,5,12,,,,,,,,,,,92.6696698,,,,
2019-0083-IDN,2019,0083,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Indonesia,IDN,South-Eastern Asia,Asia,Bolaang Mongondow Regency (North Sulawesi Province),,"Slide (land, mud, snow, rock)",,,,,,,m3,,,,,2019,2,26,2019,2,26,13,,19,,19,,,,,,,94.3490925,,,,
2019-0022-IDN,2019,0022,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,1,17,2019,1,17,2,,2650,,2650,,,,,,,94.3490925,2,,18036;18041;18055;18067;18086,"Bojonegoro, Cilacap, Kebumen, Mojokerto, Purworejo (Adm2)."
2019-0107-IDN,2019,0107,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Java Isl., western Timor",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,3,6,2019,3,8,9,4,168393,,168397,,,,,,,94.3490925,1,1515;1516;1520;1521;1529;73610;73613,,"Banten, Daerah Istimewa Yogyakarta, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Timur (Adm1)."
2019-0168-IDN,2019,0168,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,4,25,2019,5,27,18,2,13000,,13002,,,,,15000,15898,94.3490925,2,,73653;73654;73692;73712;73774;73834;73844;73882,"Bengkulu Selatan, Bengkulu Utara, Kaur, Kepahiang, Kota Bengkulu, Lebong, Rejanglebong, Seluma (Adm2)."
2019-0013-IDN,2019,0013,FL-2019-000011,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)",Heavy rains,Flood,,,,,,,,,,,,2019,1,21,2019,1,23,84,47,6596,,6643,,,,,,,94.3490925,2,,18167;18168;18172;18173;18182;18184;18185;18186;18188;73735;73792,"Bantaeng, Barru, Gowa, Jeneponto, Kota Makasar, Maros, Selayar, Sinjai, Soppeng, Takalar, Wajo (Adm2)."
2019-0085-IDN,2019,0085,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,,,,,,,,5,Richter,-1.301,101.601,,,2019,2,28,2019,2,28,,48,1715,,1763,,,,,,,94.3490925,1,1535,,Sumatera Barat (Adm1).
2019-0109-IDN,2019,0109,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,,,,,,6,Richter,-8.418,116.52,15:07,,2019,3,17,2019,3,17,9,45,1250,,1295,,,,,,,94.3490925,2,,18145;18146;18147;73736,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2)."
2019-0111-IDN,2019,0111,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua province,Heavy rains,,,,,,,,Km2,,,,,2019,3,16,2019,3,18,206,915,58625,,59540,,,,,103000,109169,94.3490925,1,73617,,Papua (Adm1).
2019-0117-IDN,2019,0117,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,Yogyakarta region,Heavy rains,,,,,,,,,,,,,2019,3,20,2019,3,20,5,,860,,860,,,,,,,94.3490925,1,1515,,Daerah Istimewa Yogyakarta (Adm1).
2019-0167-IDN,2019,0167,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South Jakarta, East Jakarta",Heavy rains,,,,,,,,Km2,,,,Ciliwung river,2019,4,25,2019,4,26,2,,2258,,2258,,,,,,,94.3490925,2,,73724;73725,"Kota Jakarta Selatan, Kota Jakarta Timur (Adm2)."
2019-0190-MEX,2019,0190,,Technological,Technological,Transport accident,Air,,Bombardier Challenger 601,Mexico,MEX,Central America,Americas,Coahuila state,,,,,,,,,,,,,,2019,5,5,2019,5,5,13,,,,,,,,,,,94.3490925,,,,
2019-0103-MEX,2019,0103,,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Chiapas state,,,,,,,,,,,,,,2019,3,7,2019,3,7,23,33,,,33,,,,,,,94.3490925,,,,
2019-0019-MEX,2019,0019,,Technological,Technological,Industrial accident,Explosion,,Oleoduc,Mexico,MEX,Central America,Americas,Tlahuelilpan,,,,,,,,,m3,,,,,2019,1,18,2019,1,18,125,22,,,22,,,,,,,94.3490925,,,,
2008-0669-USA,2008,0669,,Technological,Technological,Industrial accident,Explosion,,Sugar Refinery,United States of America (the),USA,Northern America,Americas,"Georgia, Savannah, Port Wentworth",accumulations of combustible sugar dust,,,,,,,,m3,,,,,2008,2,7,2008,2,7,13,40,,,40,,,,,323000,406513,79.4563044,,,,
2015-0620-THA,2015,0620,,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone Vamco,Thailand,THA,South-Eastern Asia,Asia,"Rayong (Muang, Bang Chang districts), Chonburi, Phang-nga, Chumphon, Trat, Saraburi, Ranong, Satun, Tak, Chanthaburi, Surin, Si Sa Ket, Trang, Chachoengsao, Nakhon Nayok, Krabi, Phatthlung, Nakhon Si Thammarat, Prachuap Khiri Khan, Prachinburi, Surat Thani, Phetchaburi (Ban Laem district), Sa Kaeo Provinces",,Flood,,,,,,65,Kph,,,,,2015,9,15,2015,9,21,3,,,,,,,,,561,641,87.46993221,1,2855;2858;2861;2862;2867;2875;2880;2888;2889;2890;2893;2899;2900;2902;2904;2909;2910;2911;2916;2917;2918;2919;2920,,"Chachoengsao, Chanthaburi, Chonburi, Chumphon, Krabi, Nakhon Nayok, Nakhon Si Thammarat, Phachinburi, Phangnga, Phatthalung, Phetchaburi, Prachuap Khilikhan, Ranong, Rayong, Sa Kaeo, Saraburi, Satun, Si Saket, Surat Thani, Surin, Tak, Trad, Trang (Adm1)."
2016-0322-USA,2016,0322,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane Hermine,United States of America (the),USA,Northern America,Americas,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,Flood,Surge,,,,,85,Kph,,,,,2016,9,1,2016,9,6,3,,13500,570,14070,,,270000,304832,600000,677404,88.57345288,1,3223;3224;3244;3246;3247;3254,,"Florida, Georgia, New Jersey, New York, North Carolina, South Carolina (Adm1)."
2016-0331-USA,2016,0331,,Natural,Hydrological,Flood,Riverine flood,,,United States of America (the),USA,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2016,9,19,2016,9,23,1,,,,,,,,,550000,620954,88.57345288,1,3229;3237;3263,,"Iowa, Minnesota, Wisconsin (Adm1)."
2016-0477-USA,2016,0477,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,,,,,Kph,,,,,2016,11,26,2016,12,1,8,33,,,33,,,200000,225801,275000,310477,88.57345288,1,3214;3224;3232;3238;3247;3254;3256,,"Alabama, Georgia, Louisiana, Mississippi, North Carolina, South Carolina, Tennessee (Adm1)."
2016-0521-USA,2016,0521,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,,,,,Kph,,,,,2016,12,13,2016,12,19,22,,,,,,,,,100000,112901,88.57345288,1,3228;3234;3236;3239;3245;3249;3250;3260,,"Indiana, Maryland, Michigan, Missouri, New Mexico, Ohio, Oklahoma, Virginia (Adm1)."
2016-0355-USA,2016,0355,TC-2016-000106,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Matthew',United States of America (the),USA,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,Flood,,,,,,,Kph,,,,,2016,10,8,2016,10,12,49,,,,,,,5000000,5645032,10000000,11290065,88.57345288,1,3223;3224;3247;3254;3260,,"Florida, Georgia, North Carolina, South Carolina, Virginia (Adm1)."
2016-0523-ZWE,2016,0523,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Zimbabwe,ZWE,Eastern Africa,Africa,"Mangwe, Bulilima, Guruve, Nkayi",,Flood,,,,,,,Kph,,,,,2016,12,9,2016,12,14,31,,2000,,2000,,,,,,,88.57345288,2,,33092;68806;68808;68810,"Bulilima, Guruve, Mangwe, Nkayi (Adm2)."
2016-0378-THA,2016,0378,,Natural,Hydrological,Flood,Flash flood,,,Thailand,THA,South-Eastern Asia,Asia,"Nan, Phayao, Mae Hong Son, Chiang Rai provinces",Residual effects of Tropial storm Dianmu,,,,,Yes,,,Km2,,,,Mekong river,2016,8,15,2016,8,16,3,,22500,,22500,,,,,,,88.57345288,1,2860;2872;2881;2891,,"Chiang Rai, Mae Hong Son, Nan, Phayao (Adm1)."
2016-0438-THA,2016,0438,,Technological,Technological,Transport accident,Road,,,Thailand,THA,South-Eastern Asia,Asia,,,,,,,,,,,,,,,2016,11,22,2016,11,22,18,20,,,20,,,,,,,88.57345288,,,,
2016-0330-THA,2016,0330,,Technological,Technological,Transport accident,Water,,,Thailand,THA,South-Eastern Asia,Asia,Near Ayutthaya,,,,,,,,,,,,,,2016,10,21,2016,10,21,30,35,,,35,,,,,,,88.57345288,,,,
2016-0569-THA,2016,0569,,Technological,Technological,Transport accident,Water,,,Thailand,THA,South-Eastern Asia,Asia,Ayutthaya,,,,,,,,,,,,,,2016,9,18,2016,9,18,28,33,,,33,,,,,,,88.57345288,,,,
2016-0360-THA,2016,0360,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Sawan province, Ayutthaya (Phra Nakhon Si Ayudhya province)",Mnsoonal rain,,,,,,,17187,Km2,14.867,100.395,,,2016,10,6,2016,10,16,4,,204000,,204000,,,,,120000,135481,88.57345288,1,2879;2896,,"Nakhon Sawan, Phra Nakhon Si Ayudhya (Adm1)."
2016-0472-THA,2016,0472,,Natural,Hydrological,Flood,,,,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Krabi, Surat Thani, Songkhla, Phatthalung, Pattani, Chumphon, Trang, Yala, Narathiwat provinces",Torrential rains,,,,,Yes,,67395,Km2,14.445,100.753,,,2016,12,1,2016,12,10,14,,582343,,582343,,,,,25000,28225,88.57345288,1,2862;2867;2880;2882;2887;2890;2913;2916;2920,,"Chumphon, Krabi, Nakhon Si Thammarat, Narathiwat, Pattani, Phatthalung, Songkhla, Surat Thani, Trang (Adm1)."
2016-0550-USA,2016,0550,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,,,,,Kph,,,,,2016,4,24,2017,4,28,6,19,,,19,,,800000,903205,,,88.57345288,1,3227;3228;3230;3231;3239;3241;3249;3250;3257,,"Illinois, Indiana, Kansas, Kentucky, Missouri, Nebraska, Ohio, Oklahoma, Texas (Adm1)."
2016-0493-USA,2016,0493,,Natural,Geophysical,Earthquake,Ground movement,,,United States of America (the),USA,Northern America,Americas,Cushing (Oklahoma),,,,,,,,5,Richter,35.991,-96.803,,,2016,11,7,2016,11,7,,,120,,120,,,,,20000,22580,88.57345288,1,3250,,Oklahoma (Adm1).
2016-0264-USA,2016,0264,,Natural,Climatological,Wildfire,Forest fire,,Sand Fire,United States of America (the),USA,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,,,,,,,Km2,,,,,2016,7,24,2016,8,1,2,,420,,420,,,,,50000,56450,88.57345288,2,,28883;28902,"Los Angeles, San Francisco (Adm2)."
2016-0297-USA,2016,0297,,Natural,Climatological,Wildfire,Forest fire,,Clayton Fire,United States of America (the),USA,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,,,,,,,Km2,,,,,2016,8,13,2016,8,16,,,,567,567,,,,,100000,112901,88.57345288,2,,28881,Lake (Adm2).
2016-0463-USA,2016,0463,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,,,,,Km2,,,,,2016,11,,2016,12,31,14,191,,6383,6574,,,600000,677404,1200000,1354808,88.57345288,2,,31182,Sevier (Adm2).
2016-0277-USA,2016,0277,,Technological,Technological,Transport accident,Air,,Ballooning,United States of America (the),USA,Northern America,Americas,Near Lockhart (Texas),,,,,,,,,,,,,,2016,7,30,2016,7,30,16,,,,,,,,,,,88.57345288,,,,
2016-0408-USA,2016,0408,,Technological,Technological,Transport accident,Road,,,United States of America (the),USA,Northern America,Americas,Near Plam Springs (California),,,,,,,,,,,,,,2016,10,23,2016,10,23,13,31,,,31,,,,,,,88.57345288,,,,
2016-0353-USA,2016,0353,,Technological,Technological,Transport accident,Rail,,,United States of America (the),USA,Northern America,Americas,Hoboken (New Jersey),,,,,,,,,,,,,,2016,9,29,2016,9,29,1,110,,,110,,,,,,,88.57345288,,,,
2016-0466-USA,2016,0466,,Technological,Technological,Miscellaneous accident,Fire,,Party in a festival,United States of America (the),USA,Northern America,Americas,Oakland,,,,,,,,,,,,,,2016,12,2,2016,12,2,36,2,,,2,,,,,,,88.57345288,,,,
2016-0292-USA,2016,0292,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",Heavy rains,,,,,Yes,,19554,Km2,29.988,-91.8,,,2016,8,9,2016,8,16,13,,70000,,70000,,,2500000,2822516,10000000,11290065,88.57345288,1,3227;3228;3232;3238;3239,,"Illinois, Indiana, Louisiana, Mississippi, Missouri (Adm1)."
2016-0552-USA,2016,0552,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,,,Yes,,,Km2,,,,"Sabine river, Little, Red, Big Cypress Creek, Neches, Pearl, Wolf, Leaf, Ouachita",2016,3,8,2016,3,13,5,,,,,,,333000,375959,2300000,2596715,88.57345288,1,3217;3232;3238;3257,,"Arkansas, Louisiana, Mississippi, Texas (Adm1)."
2016-0478-ZAF,2016,0478,,Natural,Hydrological,Flood,Flash flood,,,South Africa,ZAF,Southern Africa,Africa,"Gauteng, KwaZulu Natal provinces",,,,,,,,,Km2,,,,Jukskei Rive,2016,11,9,2016,11,9,6,,600,,600,,,,,100000,112901,88.57345288,1,2708;77311,,"Gauteng, KwaZulu-Natal (Adm1)."
2016-0305-ZAF,2016,0305,,Natural,Hydrological,Flood,,,,South Africa,ZAF,Southern Africa,Africa,"Western Cape (Cape Town, Phillipi, Khayelitsha), Kwazulu Natal (Durban, Cato Manor, Amanzimtoti, Inanda, Ntuzuma, KwaMashu, uMlazi, Yellow Wood Park, Chatsworth -eThekwini Metropolitan Municipality, Ugu district)",Heavy rains,,,,,,,,Km2,,,,,2016,7,25,2016,8,3,7,,6900,,6900,,,146000,164835,180000,203221,88.57345288,2,,77317;77329;77363,"City of Cape Town Metropolitan Municipality, eThekwini Metropolitan Municipality, Ugu District Municipality (Adm2)."
2017-0039-USA,2017,0039,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"California, Nevada, Idaho, Colorado, Utah, Oregon states",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2017,1,6,2017,1,13,3,,,,,,,200000,221092,400000,442184,90.46017931,1,3218;3219;3226;3242;3251;3258,,"California, Colorado, Idaho, Nevada, Oregon, Utah (Adm1)."
2017-0136-USA,2017,0136,,Natural,Hydrological,Flood,,,,United States of America (the),USA,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,Storm,Hail,,,,,,Km2,,,,"Mississippi river, Black River, White River, Illinois River, Big Muddy River, Meramec River, St. Francis River, Gasconade River",2017,4,28,2017,5,1,20,70,,,70,,,800000,884367,1700000,1879280,90.46017931,1;2,3214;3228;3238;3249;3252;3256;3262,28800;28806;28836;29323;29326;29328;29330;29355;29615;29763;29824;30258;30847;31433,"Alabama, Indiana, Mississippi, Ohio, Pennsylvania, Tennessee, West Virginia (Adm1). Clay, Crawford, Labette, Lawrence, Le Flore, Logan, Macoupin, Marion, Mississippi, Morehouse, Oldham, Sangamon, St. Charles, Van Zandt (Adm2)."
2017-0336-USA,2017,0336,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Tulsa (Oklahoma); Texas, Louisiana, Kansas, Missouri",,Flood,Hail,,,,,,Kph,,,,,2017,8,5,2017,8,8,,30,600,,630,,,200000,221092,200000,221092,90.46017931,1;2,3230;3232;3239;3257,30879,"Kansas, Louisiana, Missouri, Texas (Adm1). Tulsa (Adm2)."
2017-0542-USA,2017,0542,,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,United States of America (the),USA,Northern America,Americas,"Georgia, North Carolina, Maryland, Virginia, New York, New Jersey, Massachusetts, Michigan, Texas, Mississippi, Missouri",,Transport accident,Cold wave,,,Yes,,,Kph,,,,,2017,12,31,2018,1,5,22,,,,,,,750000,829094,1100000,1216005,90.46017931,1,3224;3234;3235;3236;3238;3239;3244;3246;3247;3257;3260,,"Georgia, Maryland, Massachusetts, Michigan, Mississippi, Missouri, New Jersey, New York, North Carolina, Texas, Virginia (Adm1)."
2017-0178-ZAF,2017,0178,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,South Africa,ZAF,Southern Africa,Africa,"Kraaifontein, Lavender Hill, Strand, Kalkfontein, Delft, Mfuleni, Mandalay, Hout Bay, Kraaifontein (Cape Town), Rheenendal, Welbedacht, Knysna, Pacaltsdorp, Mossel Bay, George to Plettenberg bay (Eden), Welbedacht (Cape Winelands)",,Fire,Flood,,,,,,Kph,,,,,2017,6,7,2017,6,8,9,,6918,,6918,,,145000,160292,283000,312845,90.46017931,2,,77317;77327;77349,"Cape Winelands District Municipality, City of Cape Town Metropolitan Municipality, Eden District Municipality (Adm2)."
2017-0062-USA,2017,0062,,Natural,Meteorological,Storm,Convective storm,,,United States of America (the),USA,Northern America,Americas,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,"Slide (land, mud, snow, rock)",Flood,,,,,,Kph,,,,,2017,2,8,2017,2,21,5,,200000,,200000,,,200000,221092,1500000,1658188,90.46017931,1,3218,,California (Adm1).
2017-0091-ZWE,2017,0091,FL-2017-000020,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression 'Ex-Dineo',Zimbabwe,ZWE,Eastern Africa,Africa,"Chitungwiza (Harare), Makoni, Nyanga (Manicaland), Bindura, Centenary, Mazowe, Rushinga, Shamva, Mbire (Mashonaland Central), Goromonzi, Hwedza, Mudzi, Murehwa, Seke, Uzumba-Maramba-Pfungwe, Chikomba (Mashonaland East), Chegutu, Kadoma, Makonde, Kariba (Mashonaland West), Gutu, Zaka, Chiredzi, Mwenezi, Chivi (Masvingo), Tsholotsho, Bubi, Chipinge, Umguza (Matabeleland North), Matobo, Bulilima, Gwanda, Mangwe, Insiza (Matabeleland South), Chirumhanzu, Gweru, Kwekwe, Shurugwi, Zvishavane, Gokwe, Mberengwa (Midlands)",Torrential rains,"Slide (land, mud, snow, rock)",Flood,,Yes,Yes,,,Kph,,,,,2017,1,,2017,3,,251,128,100000,12895,113023,,,,,189000,208932,90.46017931,2,,33055;33056;33059;33060;33061;33063;33065;33066;33067;33068;33070;33071;33073;33074;33075;33077;33078;33079;33082;33083;33084;33086;33087;33089;33093;33094;33097;33098;33099;33101;33103;33104;33105;33106;33107;40749;40750;40751;68806;68807;68810;68811,"Bindura, Bubi, Bulilima, Centenary, Chegutu, Chikomba, Chipinge, Chiredzi, Chirumhanzu, Chitungwiza, Chivi, Gokwe North, Gokwe South, Goromonzi, Gutu, Gwanda, Gweru, Hwedza, Insiza, Kadoma, Kariba, Kwekwe, Makonde, Makoni, Mangwe, Matobo, Mazowe, Mberengwa, Mbire, Mudzi, Murehwa, Mwenezi, Nyanga, Rushinga, Seke, Shamva, Shurugwi, Tsholotsho, Umguza, Uzumba-Maramba-Pfungwe, Zaka, Zvishavane (Adm2)."
2017-0234-USA,2017,0234,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,United States of America (the),USA,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,Hail,Flood,,,,,170,Kph,,,,,2017,6,25,2017,6,29,,,,,,,,1100000,1216005,1400000,1547642,90.46017931,1,3217;3219;3224;3227;3228;3229;3230;3231;3232;3237;3239;3245;3246;3247;3248;3249;3250;3252;3254;3255;3256;3257;3260,,"Arkansas, Colorado, Georgia, Illinois, Indiana, Iowa, Kansas, Kentucky, Louisiana, Minnesota, Missouri, New Mexico, New York, North Carolina, North Dakota, Ohio, Oklahoma, Pennsylvania, South Carolina, South Dakota, Tennessee, Texas, Virginia (Adm1)."
2017-0564-USA,2017,0564,,Natural,Meteorological,Storm,Convective storm,Tornado,,United States of America (the),USA,Northern America,Americas,"Texas (Justin in Denton, Collin, Rockwall, Lubbock counties, Seymour in Baylor, Dallas � Fort Worth metro area, Houston metro area), Oklahoma (El Reno in Canadian, Oklahoma city metro region, Caddo in Bryan, Cleveland South and East), Kansas (south), Kentucky, Tennessee, Mississippi, Alabama, Georgia, Indianapolis (Marion-IN)",,Hail,Flood,,,,,175,Kph,,,,,2017,3,25,2017,3,28,1,,,,,,,2000000,2210918,2700000,2984739,90.46017931,1;2,3214;3224;3230;3231;3238;3256,29423;30814;30816;30821;30833;30848;30849;30854;30862;31207;31211;31219;31235;31242;31256;31260;31270;31278;31283;31300;31310;31315;31325;31328;31345;31351;31369;31383;31398;31412;31419;31436;31448,"Alabama, Georgia, Kansas, Kentucky, Mississippi, Tennessee (Adm1). Austin, Baylor, Brazoria, Bryan, Canadian, Chambers, Cleveland, Collin, Dallas, Denton, Ellis, Fort Bend, Galveston, Grady, Harris, Hood, Hunt, Johnson, Kaufman, Liberty, Lincoln, Logan, Lubbock, Marion, McClain, Montgomery, Oklahoma, Parker, Rockwall, Somervell, Tarrant, Waller, Wise (Adm2)."
